year,age,cause,lossvsl_percapita_mean,lossvsl_percapita_lower,lossvsl_percapita_upper,lossvsly_percapita_mean,lossvsly_percapita_lower,lossvsly_percapita_upper,lossvslage_percapita_mean,lossvslage_percapita_lower,lossvslage_percapita_upper,lossvslyage_percapita_mean,lossvslyage_percapita_lower,lossvslyage_percapita_upper
2001,75,COPD,363.3457009,144.7654653,651.9427668,145.6833279,58.12033424,261.2537573,98.62167546,39.53111021,176.1389828,103.8457175,40.48655752,193.0162022
2002,75,COPD,377.3130303,151.8884793,670.9952335,152.088795,61.23961474,270.4432205,103.3915165,41.85540856,183.0444404,109.2773629,43.58708326,200.4324698
2003,75,COPD,392.7999215,159.8568328,691.6209309,158.1952842,64.30900829,278.8697433,108.0779219,44.16716131,189.6530105,114.3939426,45.59307152,207.5080147
2004,75,COPD,366.1281552,146.8326097,653.5019646,148.5628187,59.53531714,265.4517674,99.99987635,40.2673398,177.923278,105.9038369,41.35804321,194.8415901
2005,75,COPD,378.8427569,153.283065,672.4011133,154.1572182,62.36420087,273.7171608,106.6332214,43.33399585,188.5602991,113.3491789,44.75429435,206.4707865
2006,75,COPD,384.3821914,155.971887,680.9947635,157.5911515,64.02516683,278.8855645,110.3396647,44.95739533,194.8382271,116.9195669,46.42503542,213.4105015
2007,75,COPD,335.5675914,134.6434758,601.5953114,137.3280892,55.16642597,245.9259308,95.21700269,38.3694566,170.1039909,100.8635888,39.40670183,186.3498172
2008,75,COPD,342.1973778,136.9609213,615.2377747,140.1919014,56.21433351,251.6913912,96.96277771,38.96036751,173.8138179,101.8485556,40.28317735,188.8503079
2009,75,COPD,341.4408791,136.3622298,614.3310308,141.4743724,56.60469215,254.1861068,97.08545981,38.96272028,173.9970469,102.3439754,39.84970744,189.3582105
2010,75,COPD,327.2115837,129.9202716,592.9503441,136.767262,54.48223877,247.1700103,95.66299997,38.22501863,172.4484575,100.9093648,39.19444427,188.9927008
2011,75,COPD,297.8870796,118.0126621,543.0266692,124.8990968,49.59821991,227.2361291,87.62164806,34.92445815,158.9536623,92.51050027,35.88671211,174.6885478
2012,75,COPD,312.054437,122.4062926,570.4822735,130.6186526,51.3743828,238.39788,91.15042144,35.96220904,165.9312748,96.72916488,36.99418419,181.5918723
2013,75,COPD,305.309666,119.8284883,557.5069304,128.7594724,50.63160581,234.9760463,89.83683879,35.46915884,163.377172,94.84413052,36.33522279,179.8174582
2014,75,COPD,306.7847033,120.636608,561.1998923,130.8218413,51.56127594,238.9930349,92.04057535,36.44759556,167.4848456,97.16058787,37.43381716,184.6093924
2015,75,COPD,319.0753637,124.7128658,586.2639102,138.1351875,54.07617086,253.7403254,95.87797805,37.68726531,175.4823866,100.9421405,38.41181637,193.7892184
2016,75,COPD,291.148683,112.6278142,539.012178,126.6220298,49.04734165,234.3768948,87.5138522,34.03857418,161.4546893,92.50312541,34.6995305,179.5073132
2000,80,COPD,642.6015295,257.025401,1148.472173,199.9315088,79.95721608,357.7672078,124.6882678,50.05076944,222.2981289,157.0541896,59.64406226,285.4680681
2001,80,COPD,617.4466803,246.471873,1105.15857,194.6216854,77.7537664,348.3984641,121.1687732,48.58868225,216.0929529,151.7420028,57.90134095,277.0249225
2002,80,COPD,644.0472768,258.9856029,1146.053724,203.801783,81.95591516,362.8296219,128.6221873,51.92135704,228.1116157,158.6725525,61.85316998,291.7297323
2003,80,COPD,674.4979274,274.2403166,1188.721077,213.1616381,86.54241488,376.3614892,133.9576238,54.61349983,235.6059886,165.8294347,65.24316938,305.0675267
2004,80,COPD,633.7023404,254.2470118,1132.069915,202.24352,81.04562652,361.7390152,125.5653146,50.50434047,223.8308746,156.425702,60.27627611,288.2044685
2005,80,COPD,652.0053665,263.7208511,1157.678203,208.5686496,84.33382038,370.5530127,133.358588,54.1074193,236.0957601,165.7458087,65.93505056,308.8428338
2006,80,COPD,664.1284009,269.959767,1177.472772,214.1031953,87.10590136,379.3047253,138.6345033,56.52065661,245.1781059,171.7630735,68.98492105,313.2433421
2007,80,COPD,582.8518087,234.7707113,1043.420261,187.8838397,75.73481571,336.1448435,120.2355401,48.5714432,214.7141743,148.4037749,58.31538621,275.4943082
2008,80,COPD,600.5501369,241.9147284,1074.884597,193.8369188,78.17245539,346.6298212,123.3872346,49.84509848,220.3489599,153.2986424,59.87617866,286.7945622
2009,80,COPD,600.094101,241.3949217,1075.007143,196.0301313,78.9558078,350.9298628,124.072912,50.07412275,221.7190203,154.0369905,59.76946073,286.6955376
2010,80,COPD,576.9144428,230.6627842,1041.141761,190.0645559,76.18612297,342.255278,122.7242356,49.30493728,220.6558768,152.3712499,58.86822091,285.2067598
2011,80,COPD,528.4699847,210.6113636,956.8457295,174.6145333,69.70942779,315.7564584,113.1732843,45.32308509,204.1774164,139.72988,54.55558785,264.863848
2012,80,COPD,554.366149,219.298803,1007.932099,183.3353391,72.67630042,332.8547044,117.9401033,46.860305,213.7745191,145.4991642,56.28529054,276.7563017
2013,80,COPD,544.578903,215.8331863,988.6206743,181.6518872,72.09955006,329.630835,116.4341101,46.36945323,210.6153567,143.7930939,55.22974979,273.0011846
2014,80,COPD,550.3624834,217.9793536,1000.816655,185.2682004,73.51229797,336.6162342,119.6999672,47.67612359,216.6961647,148.9591592,56.87852362,282.0564306
2015,80,COPD,570.0736122,224.0803989,1040.390197,194.9982641,76.72357582,355.8884291,124.84481,49.28649538,227.1127205,155.8323616,58.36705795,298.1765107
2016,80,COPD,520.4726273,202.4047944,957.9811435,178.8396607,69.61291368,329.1990635,113.9381887,44.49228624,209.0796327,142.9014377,52.56229899,274.983219
2000,85,COPD,1827.135569,736.091275,3231.70409,372.4667948,149.8115232,659.529162,221.1781757,89.12990456,391.0813507,342.338329,135.1604603,636.2774068
2001,85,COPD,1716.627849,689.6422382,3044.145295,358.1903467,143.8265372,635.637978,211.0973772,84.93547738,373.8977961,325.2964961,128.6825367,615.1997726
2002,85,COPD,1767.886782,713.0545506,3123.249862,368.8884699,148.6341504,652.2488446,219.6977855,88.75197866,387.5159528,337.6113123,133.4736267,609.5254198
2003,85,COPD,1831.004803,749.0125882,3206.598938,381.7554267,155.8197479,669.8579399,227.028472,92.90401876,397.3164259,348.3265412,138.8976567,638.8110368
2004,85,COPD,1725.741156,696.7135509,3058.391288,363.6999741,146.6185976,645.6445452,214.4656295,86.63189925,379.761458,328.1875773,130.796617,615.7431485
2005,85,COPD,1771.345513,717.8849492,3127.507707,372.7929511,150.9899905,659.130684,227.7528481,92.36909112,401.6430871,348.4235015,139.5912092,647.1911862
2006,85,COPD,1806.834882,733.4937944,3186.078225,382.4559118,155.2858199,674.4688608,234.6071199,95.2895394,413.4708955,357.5301014,143.9292946,643.8806248
2007,85,COPD,1595.72099,644.2738293,2833.148782,338.4628161,136.6600042,601.1374463,204.8137723,82.75811817,363.3945881,311.9414665,123.3623891,559.8650076
2008,85,COPD,1652.902972,669.1350445,2929.799168,350.6623591,141.9388802,621.5771258,212.7587154,86.11864192,376.9448105,323.478182,126.1573052,597.6738538
2009,85,COPD,1650.107591,665.3019757,2932.57675,354.7288745,143.0330059,630.4969883,213.2690145,86.04620491,378.7047999,323.6277603,125.0741536,590.8686456
2010,85,COPD,1578.773797,635.0111852,2823.139044,341.6871811,137.5835372,610.0662996,207.526526,83.5824282,370.4656205,315.0446858,121.8501298,586.547265
2011,85,COPD,1457.503942,586.1522327,2611.721305,317.080092,127.5468358,567.7728367,192.4832886,77.49852092,344.4365906,291.6274313,113.7574883,545.6494988
2012,85,COPD,1539.974359,614.7400676,2769.782991,336.0225324,134.2235553,603.7822995,204.2444219,81.66498014,366.5530069,308.7702286,120.5552526,577.9610054
2013,85,COPD,1514.654182,608.07516,2717.227957,334.6202409,134.3687621,600.1699229,202.8256412,81.55268456,363.0608713,306.1204602,120.912857,574.3455514
2014,85,COPD,1543.432786,619.5264612,2770.649285,342.8151124,137.6330812,615.1290386,209.5371106,84.26704289,375.1286016,315.8076173,125.2187679,595.3511729
2015,85,COPD,1598.964744,640.0711115,2868.93801,359.9648875,143.9822453,646.5531005,218.6993995,87.67058191,391.6509212,329.8062021,129.6516813,623.0988775
2016,85,COPD,1456.159547,578.9837094,2631.16301,329.3806365,130.9105047,595.7163966,199.2457736,79.36294176,359.4184949,300.2388364,116.8050963,576.5724002
2000,25,IHD,16.09128184,11.19520565,22.41329065,16.1818441,11.26790561,22.52184674,4.94514668,3.425289785,6.921665499,11.09624253,7.714773752,15.47686837
2001,25,IHD,15.93426775,11.08340826,22.18857494,16.02703062,11.15930254,22.29856352,4.894189847,3.390600151,6.847444475,10.95657815,7.622051246,15.2979685
2002,25,IHD,15.58547386,10.86218763,21.70404513,15.68719306,10.94397245,21.82569723,4.795688907,3.330263259,6.706600033,10.7586431,7.498458903,15.01112235
2003,25,IHD,15.77435994,11.02221203,21.89479755,15.88147806,11.10737816,22.02461189,4.8522281,3.377003317,6.765010969,10.89857431,7.612017887,15.16131325
2004,25,IHD,15.5091663,10.81415864,21.53529262,15.59738146,10.88468729,21.64049785,4.749974473,3.299216489,6.624477941,10.65141906,7.417606079,14.81699674
2005,25,IHD,15.92556759,11.20159264,21.97757327,16.09446013,11.3294321,22.1932954,4.99209337,3.496977805,6.920148838,11.30011815,7.929425509,15.63449762
2006,25,IHD,15.73133906,11.05326742,21.72463016,15.90568352,11.18457627,21.94787434,4.939876598,3.456241369,6.851927152,11.21819376,7.856627922,15.53692544
2007,25,IHD,15.12748648,10.61318487,20.92189602,15.2985,10.74175625,21.14168755,4.737630141,3.311278401,6.580363963,10.79293458,7.550246577,14.97031126
2008,25,IHD,15.69800121,11.04978707,21.73865793,15.85585326,11.16956651,21.94068263,4.905878754,3.439062907,6.823095624,11.26050625,7.900704957,15.64319489
2009,25,IHD,15.14070599,10.57552818,21.01093316,15.29082115,10.68956352,21.20286305,4.729440784,3.291861923,6.590146399,10.69320594,7.455665831,14.87962946
2010,25,IHD,14.52236813,10.0426953,20.25312443,14.7491135,10.20987105,20.55198987,4.64039698,3.200158582,6.495276864,10.59144098,7.305264002,14.81323821
2011,25,IHD,12.53374092,8.646803707,17.56030305,12.74960437,8.805359179,17.84615913,4.017126477,2.764216873,5.647268885,9.157849112,6.313569966,12.87329709
2012,25,IHD,13.69418548,9.325238594,19.35435582,13.89180273,9.469375374,19.61690723,4.345748179,2.950917093,6.164900137,9.997576911,6.793335136,14.18464443
2013,25,IHD,12.96714308,8.808464007,18.37145966,13.1625893,8.949767351,18.63373433,4.120922059,2.791202851,5.860894286,9.370944905,6.358158321,13.32057513
2014,25,IHD,11.99423494,8.083856373,17.10925162,12.19169921,8.225343186,17.37703826,3.833936873,2.577323511,5.488859979,8.709472224,5.862494254,12.46521512
2015,25,IHD,12.38458128,8.299904703,17.75560858,12.63986419,8.47788187,18.10925795,4.022474976,2.688016502,5.787995335,9.093486228,6.07556135,13.08860146
2016,25,IHD,11.6240111,7.720979481,16.80122623,11.86678578,7.888445045,17.14115216,3.782594867,2.505224912,5.487708884,8.526898065,5.647186376,12.38167964
2000,30,IHD,31.66477151,22.98846294,42.57424856,31.0496979,22.56177994,41.71487893,14.19296071,10.30974244,19.082144,24.75202125,17.97326132,33.3127445
2001,30,IHD,31.13292522,22.56756809,41.95134235,30.54391198,22.16326116,41.11982178,13.93399161,10.11173304,18.76658793,24.27405094,17.61112698,32.74654837
2002,30,IHD,30.4846062,22.12030934,41.05917115,29.93189515,21.74266395,40.27486206,13.68208357,9.941684839,18.41412089,23.86290411,17.32284489,32.14923338
2003,30,IHD,30.60293911,22.30623966,41.14253479,30.0562531,21.92925944,40.37056883,13.7388345,10.02557964,18.4586036,23.94958406,17.4752169,32.22187171
2004,30,IHD,29.7010823,21.5578324,40.08133843,29.14066587,21.17121765,39.28926016,13.27299302,9.644962975,17.90218082,23.09594642,16.77016537,31.18562951
2005,30,IHD,30.85700358,22.54790851,41.450576,30.38353406,22.22563356,40.77175364,14.10285238,10.31329328,18.93689357,24.7117409,18.04221842,33.25322139
2006,30,IHD,30.60538083,22.39666261,41.14797277,30.14873612,22.08625652,40.48975882,14.02684671,10.2712785,18.85193162,24.62294114,18.00015048,33.19240604
2007,30,IHD,29.24530633,21.34590184,39.36836309,28.80285326,21.04650421,38.73102457,13.35555464,9.756048602,17.97176438,23.51721289,17.1481582,31.73148116
2008,30,IHD,30.31505851,22.1838652,40.80419721,29.82366731,21.84780622,40.09907399,13.82369099,10.12052379,18.59923746,24.42696287,17.84887771,32.95895288
2009,30,IHD,29.10260995,21.16591751,39.35161507,28.67727961,20.88131027,38.73299297,13.28360268,9.672105516,17.94931902,23.26196854,16.91721761,31.4961099
2010,30,IHD,27.97879884,20.23421536,38.0463814,27.71391633,20.06952893,37.63517011,13.05634004,9.457374198,17.73121417,22.96531621,16.59328031,31.27973382
2011,30,IHD,24.82410133,17.91789956,33.83990102,24.63778834,17.80627342,33.54202805,11.62050349,8.399371993,15.8242803,20.50863493,14.803699,27.9853846
2012,30,IHD,26.56055419,18.90998341,36.55002509,26.27576461,18.7332206,36.10913826,12.33117475,8.793907201,16.95241509,21.87485667,15.56432172,30.15724788
2013,30,IHD,25.51493345,18.02341893,35.22868525,25.27974584,17.88053105,34.86030464,11.87137481,8.400112665,16.37418171,20.9321408,14.78647798,28.93844467
2014,30,IHD,23.96133454,16.7763778,33.22195133,23.78801076,16.67774909,32.94066193,11.22884197,7.87731829,15.55221045,19.76161393,13.85404142,27.44650231
2015,30,IHD,24.52638527,17.00836849,34.21865277,24.46306365,16.98517347,34.09580832,11.6663311,8.104213059,16.26552494,20.41582425,14.15769466,28.53696939
2016,30,IHD,22.99929606,15.77566882,32.35437983,22.94919617,15.75975267,32.2541965,10.94586754,7.520176522,15.38972128,19.13546334,13.11264011,26.98611323
2000,35,IHD,57.45467312,42.77194322,75.79281517,54.59763927,40.68479793,71.95517779,41.61187406,31.09564872,54.70823041,48.63905692,36.20171045,64.18721819
2001,35,IHD,56.86475735,42.28598827,75.19781736,54.06530234,40.24849131,71.42089259,41.10733734,30.68907003,54.16878817,48.08276697,35.76427191,63.62718598
2002,35,IHD,56.45139575,42.14165361,74.40012413,53.70628096,40.1348345,70.70963839,40.97865843,30.71299004,53.81597788,47.91948509,35.77236513,63.14417908
2003,35,IHD,56.8285503,42.64410266,74.5736499,54.08810442,40.62475582,70.91066397,41.26428905,31.06559771,53.98595923,48.27991236,36.23632207,63.3681056
2004,35,IHD,55.25960517,41.34874776,72.80527783,52.55934334,39.36145477,69.18046382,40.00392505,30.02792736,52.54851155,46.69925117,34.94595313,61.54038633
2005,35,IHD,57.61421568,43.36196113,75.58838136,54.93412747,41.388489,71.98048285,42.58208717,32.13995428,55.70276784,50.02260836,37.63147968,65.78014153
2006,35,IHD,57.19340758,43.06430505,75.02207176,54.55864265,41.12789422,71.46791057,42.40567761,32.01589224,55.46555817,49.89014851,37.52368515,65.52768845
2007,35,IHD,54.03338286,40.45929694,71.20520357,51.50345641,38.61170265,67.77936486,39.92215863,29.97910044,52.46368858,47.1189114,35.22924725,62.19695024
2008,35,IHD,55.28539056,41.43412512,72.93762312,52.61577893,39.4826603,69.32523156,40.71920079,30.59912768,53.58096809,48.14447361,36.01733679,63.66527258
2009,35,IHD,52.42829987,39.06635244,69.53658673,50.05342271,37.3454388,66.29582309,38.65390115,28.89633324,51.11738176,45.36015156,33.78973303,60.27202221
2010,35,IHD,49.96511355,37.06359185,66.59999287,47.93917366,35.61599776,63.79641707,37.67600061,28.04889334,50.04570549,44.29276276,32.83842394,59.12624503
2011,35,IHD,44.8554809,33.12228688,59.96824906,43.10053625,31.87387548,57.52879178,33.93874844,25.15718538,45.20900855,40.00493735,29.54027816,53.52504838
2012,35,IHD,47.45478814,34.65737781,64.01704245,45.43636842,33.23340376,61.18697201,35.62584532,26.11877101,47.89196273,42.09396096,30.75397889,56.90124648
2013,35,IHD,46.13661027,33.49927787,62.42329673,44.25728006,32.17851227,59.78674641,34.68235793,25.27218711,46.77824337,40.8751617,29.69757832,55.4059662
2014,35,IHD,43.90698203,31.6265319,59.63324878,42.21914777,30.45434073,57.25158009,33.25037904,24.04217919,45.01261181,39.12544338,28.21289923,53.20807139
2015,35,IHD,44.83293765,31.89295745,61.27113623,43.35859318,30.88935008,59.18465068,34.45572383,24.60659893,46.95221281,40.31443543,28.66545872,55.19398151
2016,35,IHD,42.02348816,29.58294926,57.88810933,40.6679366,28.66893261,55.95869862,32.29358039,22.81816131,44.36748998,37.7813476,26.56325352,52.17519683
2000,40,IHD,116.186865,89.00653905,149.1115106,105.7345024,81.07939301,135.5658377,75.32557568,57.91417285,96.35023675,99.19151454,75.95807854,127.7122563
2001,40,IHD,114.924904,87.93986643,147.9488311,104.6439677,80.16210059,134.5675215,74.52540973,57.24799888,95.58865366,98.10037445,74.95209905,126.4896739
2002,40,IHD,114.0063784,87.66045242,146.4766131,103.9095968,79.97848135,133.3539946,74.13939519,57.21739166,94.89903187,97.65523867,75.01266342,125.6962173
2003,40,IHD,115.6257535,89.19206872,148.1683508,105.4276161,81.3964087,134.9600598,75.26182881,58.24677102,96.11847383,99.08526712,76.31736273,127.1280638
2004,40,IHD,110.8646536,85.17291321,142.5814196,101.0962826,77.7359006,129.8878858,71.89335449,55.41255661,92.15629237,94.50856685,72.53434807,121.7483463
2005,40,IHD,114.2310513,88.29100881,146.1419994,104.2821021,80.69859222,133.2247885,75.90225049,58.8441242,96.79633436,100.2472689,77.34229797,128.4272597
2006,40,IHD,114.3346042,88.512241,146.1248703,104.3990134,80.92633347,133.2244553,76.08296254,59.06494145,96.95470057,100.7102826,77.73788043,128.9915048
2007,40,IHD,108.0633047,83.31099029,138.6391249,98.52901486,76.05793665,126.2257926,71.70151661,55.44667462,91.71939773,95.10590423,73.13636329,122.2820734
2008,40,IHD,109.9398987,84.87992629,141.0174506,100.0993952,77.39003069,128.2037475,72.75014018,56.31658586,93.05684102,96.66310163,74.45983842,124.3462147
2009,40,IHD,103.7788387,79.73000895,133.557077,94.92210714,73.02580654,121.96593,68.86414909,53.08076391,88.33830783,90.88298358,69.66504686,117.2309982
2010,40,IHD,98.46602316,75.24492961,127.3734128,90.54733912,69.31555217,116.9139736,66.87949059,51.29832305,86.18980958,88.28965551,67.35891921,114.4737271
2011,40,IHD,89.69216835,68.25399872,116.5528588,82.54289912,62.9141765,107.0654271,61.10814906,46.68558041,79.09352367,80.80671954,61.49837554,105.2382929
2012,40,IHD,93.65589292,70.63455074,122.6248789,85.90631557,64.89888486,112.2517759,63.31928381,47.94031256,82.59084219,83.87833731,63.23644573,110.0657759
2013,40,IHD,90.63633373,67.99188506,119.1644161,83.32957755,62.60595131,109.3552673,61.4177733,46.24729327,80.46025935,81.11597169,60.80134174,106.9709066
